Country,State,Year,Ministry Or Department Name,Direct Benefit Transfer (Dbt) Scheme Name,Direct Benefit Transfer (Dbt) Scheme Benefit Type,Direct Benefit Transfer (Dbt) Fund Transferred (UOM:INR(IndianRupees))
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Cash,16326924
India,Kerala,"Financial Year (Apr - Mar), 2018",Department of Heavy Industry,Demand Incentive Delivery Mechanism under FAME India Scheme,In Kind,8690400
India,Tripura,"Financial Year (Apr - Mar), 2016",Ministry of Petroleum and Natural Gas,PAHAL,Cash,642110000
India,Kerala,"Financial Year (Apr - Mar), 2017",Department of Health and Family Welfare,Janani Suraksha Yojana,Cash,11554047
India,Odisha,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher education for ST students (for FELLOWSHIP),Cash,33491458
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,832150
India,Tripura,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,54043200
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PAHAL,Cash,3677490000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,DAY-NRLM,Cash and In Kind,205897000
India,Sikkim,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission on Agriculture Mechanization-Centrally Sponsored,Cash,124215000
India,Meghalaya,"Financial Year (Apr - Mar), 2019","Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,Cash,321504
India,Odisha,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post Doctoral Fellowship for Women,Cash,742150
India,Rajasthan,"Financial Year (Apr - Mar), 2017",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,1056886000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,2211800
India,Kerala,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Prime Minster's Special Scholarship Scheme For Jammu And Kashmir Students,Cash,4023120
India,West Bengal,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,4808854400
India,Karnataka,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,3807094822
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,65149386
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Employees Pension Scheme for EPF Pensioners,Cash,542523623
India,Odisha,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship for University Rank Holders,Cash,77503
India,Manipur,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Janani suraksha yojana,Cash,7415856
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,633082380
India,Gujarat,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - ICAR Junior Research Fellowship,Cash,4623093
India,Telangana,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,1478080000
India,Odisha,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Employees Pension Scheme for EPF Members,Cash,931276754
India,Odisha,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post-Doctoral Fellowship for SC/ST Candidates,Cash,253923
India,Kerala,"Financial Year (Apr - Mar), 2017",Department of Health and Family Welfare,ASHA incentives,Cash,8917475
India,Odisha,"Financial Year (Apr - Mar), 2019",Department of Food and Public Distribution,DBT Kind - PDS operations in 34 states and UTs,In Kind,40953025091.39
India,West Bengal,"Financial Year (Apr - Mar), 2018",Ministry of Labour and Employment,"Financial Assistance for Education for the Wards of Beedi, Cine, IOMC, LSDM Workers",Cash,285243670
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",Department of Empowerment of Persons with Disabilities,Post-matric Scholarship for Persons with Disabilities,Cash,230124.44389824916105240490
India,Karnataka,"Financial Year (Apr - Mar), 2016",Deparment of Rural Development,MGNREGA,Cash,21322449076
India,Punjab,"Financial Year (Apr - Mar), 2017",Department of Health and Family Welfare,Payments to contractual staff,Cash,139278707
India,Telangana,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,47799
India,Kerala,"Financial Year (Apr - Mar), 2019",Ministry of Information and Broadcasting,Journalist Welfare Scheme,Cash,1000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Swachh Bharat Mission Urban,Cash,2154588
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Fertilizers,Fertilizer Subsidy Scheme,In Kind,24660764282
India,Karnataka,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Indira Gandhi National Disability Pension Scheme-IGNDPS,Cash,135848100
India,Gujarat,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,5147880500
India,Manipur,"Financial Year (Apr - Mar), 2019",Department of Higher Education,"Junior Research Fellowship in Science, Humanities and Social Sciences",Cash,47626728
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,271553600
India,Haryana,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,25169483
India,Kerala,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - DOT Provider Honorarium,Cash,2000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post-Doctoral Fellowship for SC/ST Candidates,Cash,1682149
India,Sikkim,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,244490000
India,Odisha,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,4873490000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Scientific and Industrial Research,Promoting Innovations in Individuals Start-ups and MSMEs -PRISM,Cash,1200000
India,Gujarat,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,DAY NULM,Cash and In Kind,351019178.14
India,Telangana,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",National Food Security Mission - NFSM,Cash and In Kind,87048365
India,Punjab,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Merit-cum- Means based Scholarship for professional and Technical course for minorities,Cash,87663224
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019","Department of Water Resources, River Development and Ganga Rejuvenation",R and D Programme in Water Sector,Cash,388885
India,Jharkhand,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",National Food Security Mission - NFSM,Cash and In Kind,173800
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Cash,18643555
India,Kerala,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Maulana Azad National Fellowship for Minority Student,Cash,49013353
India,Mizoram,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Ishan Uday Special Scholarship Scheme for North Eastern Region,Cash,4810147
India,Karnataka,"Financial Year (Apr - Mar), 2019",Ministry of New and Renewable Energy,Short Term Training Programme component of HRD Programme,In Kind,3159708
India,Kerala,"Financial Year (Apr - Mar), 2019","Department of Water Resources, River Development and Ganga Rejuvenation",R and D Programme in Water Sector,Cash,725985
India,Gujarat,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Prime Minster's Special Scholarship Scheme For Jammu And Kashmir Students,Cash,6934472
India,West Bengal,"Financial Year (Apr - Mar), 2019",Department of Promotion of Industry and Internal Trade,Primary Skill Development programme under IFLADP,Cash,16594500
India,Kerala,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,303351960
India,Manipur,"Financial Year (Apr - Mar), 2017",Department of Youth Affairs,NATIONAL YOUTH CORPS,Cash,501668
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,National Fellowship for Students with Disabilities,Cash,3512241
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Indira Gandhi National Old Age Pension Scheme- IGNOAPS,Cash,3995699100
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,545389854
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,433141705.28029322633400617648
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,2711983818
India,Gujarat,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship For GATE/GPAT Qualified Students For Pursuing M.Tech/ M.E./M.Pharma - AICTE,Cash,166481293
India,Rajasthan,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission On Agriculture Mechanization-Central Sector,Cash and In Kind,64800
India,Gujarat,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission on Agriculture Mechanization-Central Sector,Cash and In Kind,9010
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - National Talent Scholarship PG,Cash,2306000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Saksham scholarship for differently abled students of Degree Colleges,Cash,207000
India,Tripura,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-SRF and RA Fellowship,Cash,710400
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - DOT Provider Honorarium,Cash,13721650
India,Gujarat,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,PAHAL,Cash,8270000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Ministry of New and Renewable Energy,Short Term Training Programme component of HRD Programme,In Kind,13051655
India,Meghalaya,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,Assistance to Scouting and Guiding Organizations,In Kind,3451032
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",Department of Higher Education,P.G. Scholarship for GATE/GPAT qualified students for pursuing M.Tech/ M.E./M.Pharma- UGC,Cash,28240173
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,102296
India,Telangana,"Financial Year (Apr - Mar), 2019",Department of Space,National Remote Sensing Centre - Scholarships and Stipends,Cash,2366481
India,Puducherry,"Financial Year (Apr - Mar), 2019",Department of Higher Education,BSR Fellowship,Cash,9135450
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Saksham scholarship for differently abled students of Degree Colleges,Cash,20000
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,983000
India,Sikkim,"Financial Year (Apr - Mar), 2019",Ministry of Culture,Cultural Function and Production Grant,Cash,337500
India,Kerala,"Financial Year (Apr - Mar), 2018",Department of Agricultural Research and Education,AgEdn - National Talent Scholarship PG,Cash,868568
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Ministry of AYUSH,Rashtriya Ayurveda Vidyapeeth,Cash,6426698
India,Kerala,"Financial Year (Apr - Mar), 2018","Ministry of Micro, Small and Medium Enterprises",Coir Udyami Yojana,Cash,43667648
India,Haryana,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,2023561480
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Ministry of Textiles,Amended Technology Upgradations Fund,Cash,327566078
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,83771013953
India,Gujarat,"Financial Year (Apr - Mar), 2019",Ministry of Textiles,Powerloom Group Workshed Scheme,Cash and In Kind,239124602
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,3350499055
India,Kerala,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,754627001
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Scholarship,Cash,93890000
India,Odisha,"Financial Year (Apr - Mar), 2017","Department of Agriculture, Cooperation and Farmers Welfare",Mission for Integrated Development of Horticulture,Cash,31034264
India,West Bengal,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Merit-cum- Means based Scholarship for professional and Technical course for minorities,Cash,147792522
India,Mizoram,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,55555943
India,Nagaland,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,186177804
India,Gujarat,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission on Agriculture Mechanization-Centrally Sponsored,Cash,331749000
India,Sikkim,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,780000
India,West Bengal,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Scholarship,Cash,240480000
India,Punjab,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,647309388
India,Manipur,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,20308241
India,Haryana,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Swachh Bharat Mission Urban,Cash,231000
India,Karnataka,"Financial Year (Apr - Mar), 2019",Ministry of Women and Child Development,Mahila Shakti Kendra Scheme,Cash,2640000
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,PAHAL,Cash,11116800000
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Prime Minster's Special Scholarship Scheme For Jammu And Kashmir Students,Cash,43539025
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post Doctoral Fellowship for Women,Cash,1852740
India,Tripura,"Financial Year (Apr - Mar), 2018",Department of Ex-Servicemen Welfare,Raksha Mantri Ex-servicemen Welfare Fund (RMEWF),Cash,552000
India,Odisha,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,270000
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,471650682
